"CLNR";"visit";"species"
38773;"A";"Melanelixia glabratula aggr."
38773;"A";"Micarea prasina aggr."
38773;"A";"Phlyctis argena"
38773;"A";"Porina leptalea"
38773;"A";"Pseudosagedia aenea"
38835;"A";"Candelariella reflexa"
38835;"A";"Candelariella xanthostigma"
38835;"A";"Lecidella flavosorediata"
38835;"A";"Lepraria finkii"
38835;"A";"Lepraria vouauxii"
38835;"A";"Melanelixia glabratula aggr."
38835;"A";"Parmelia sulcata"
38835;"A";"Physcia adscendens"
38835;"A";"Physcia tenella"
38835;"A";"Punctelia subrudecta aggr."
38855;"A";"Amandinea punctata"
38855;"A";"Caloplaca cerinelloides"
38855;"A";"Candelariella reflexa"
38855;"A";"Candelariella xanthostigma"
38855;"A";"Lecanora chlarotera"
38855;"A";"Lepraria vouauxii"
38855;"A";"Opegrapha vermicellifera"
38855;"A";"Phaeophyscia orbicularis"
38855;"A";"Physcia adscendens"
38855;"A";"Physcia tenella"
38855;"A";"Physconia grisea"
38855;"A";"Xanthoria parietina"
38913;"A";"Arthonia spadicea"
38913;"A";"Buellia griseovirens"
38913;"A";"Chaenotheca chrysocephala"
38913;"A";"Chaenotheca furfuracea"
38913;"A";"Coenogonium pineti"
38913;"A";"Graphis scripta"
38913;"A";"Jamesiella anastomosans"
38913;"A";"Lecanora carpinea"
38913;"A";"Lecidella subviridis"
38913;"A";"Lepraria elobata"
38913;"A";"Lepraria finkii"
38913;"A";"Lepraria rigidula"
38913;"A";"Melanelixia glabratula aggr."
38913;"A";"Micarea prasina aggr."
38913;"A";"Phlyctis argena"
38913;"A";"Porina leptalea"
38913;"A";"Pseudosagedia aenea"
39478;"A";"Alyxoria varia aggr."
39478;"A";"Anaptychia ciliaris"
39478;"A";"Arthonia radiata"
39478;"A";"Biatora chrysantha"
39478;"A";"Biatora globulosa"
39478;"A";"Buellia disciformis"
39478;"A";"Buellia griseovirens"
39478;"A";"Calicium viride"
39478;"A";"Caloplaca cerina aggr."
39478;"A";"Caloplaca holocarpa"
39478;"A";"Candelariella reflexa"
39478;"A";"Candelariella xanthostigma"
39478;"A";"Catillaria nigroclavata"
39478;"A";"Chaenotheca chrysocephala"
39478;"A";"Chaenotheca ferruginea"
39478;"A";"Chaenotheca furfuracea"
39478;"A";"Cladonia coniocraea aggr."
39478;"A";"Cladonia digitata"
39478;"A";"Cladonia fimbriata"
39478;"A";"Collema nigrescens aggr."
39478;"A";"Evernia prunastri"
39478;"A";"Fuscidea pusilla"
39478;"A";"Graphis scripta"
39478;"A";"Hypogymnia farinacea"
39478;"A";"Hypogymnia physodes"
39478;"A";"Hypogymnia tubulosa"
39478;"A";"Imshaugia aleurites"
39478;"A";"Lecanora carpinea"
39478;"A";"Lecanora chlarotera"
39478;"A";"Lecanora chlarotera"
39478;"A";"Lecanora circumborealis"
39478;"A";"Lecanora hagenii aggr."
39478;"A";"Lecanora intumescens"
39478;"A";"Lecanora phaeostigma"
39478;"A";"Lecanora pulicaris"
39478;"A";"Lecanora subcarpinea"
39478;"A";"Lecidella albida"
39478;"A";"Lecidella elaeochroma aggr."
39478;"A";"Lecidella flavosorediata"
39478;"A";"Lepra albescens"
39478;"A";"Lepra amara"
39478;"A";"Lepraria finkii"
39478;"A";"Lepraria jackii"
39478;"A";"Lepraria rigidula"
39478;"A";"Leptogium saturninum"
39478;"A";"Melanelixia glabratula aggr."
39478;"A";"Melanelixia subaurifera"
39478;"A";"Micarea prasina aggr."
39478;"A";"Ochrolechia turneri"
39478;"A";"Parmelia saxatilis aggr."
39478;"A";"Parmelia sulcata"
39478;"A";"Parmelina pastillifera"
39478;"A";"Parmeliopsis ambigua"
39478;"A";"Parmeliopsis hyperopta"
39478;"A";"Pertusaria coronata"
39478;"A";"Phlyctis argena"
39478;"A";"Physcia adscendens"
39478;"A";"Physcia tenella"
39478;"A";"Physconia perisidiosa"
39478;"A";"Platismatia glauca"
39478;"A";"Protoparmelia hypotremella"
39478;"A";"Pseudevernia furfuracea"
39478;"A";"Ramalina fraxinea"
39478;"A";"Scoliciosporum chlorococcum"
39478;"A";"Tephromela atra"
39478;"A";"Violella fucata"
39494;"A";"Arthonia didyma"
39494;"A";"Arthonia mediella"
39494;"A";"Arthonia radiata"
39494;"A";"Arthonia spadicea"
39494;"A";"Bacidia subincompta aggr."
39494;"A";"Biatora chrysantha"
39494;"A";"Biatora efflorescens"
39494;"A";"Biatora fallax"
39494;"A";"Buellia disciformis"
39494;"A";"Buellia griseovirens"
39494;"A";"Candelariella reflexa"
39494;"A";"Cladonia coniocraea aggr."
39494;"A";"Coenogonium pineti"
39494;"A";"Evernia prunastri"
39494;"A";"Hypogymnia farinacea"
39494;"A";"Hypogymnia physodes"
39494;"A";"Lecania cyrtella"
39494;"A";"Lecania naegelii"
39494;"A";"Lecanora allophana"
39494;"A";"Lecanora argentata"
39494;"A";"Lecanora carpinea"
39494;"A";"Lecanora chlarotera"
39494;"A";"Lecanora intumescens"
39494;"A";"Lecanora pulicaris"
39494;"A";"Lecanora strobilina aggr."
39494;"A";"Lecidea nylanderi"
39494;"A";"Lecidella albida"
39494;"A";"Lecidella elaeochroma aggr."
39494;"A";"Lecidella flavosorediata"
39494;"A";"Lecidella subviridis"
39494;"A";"Lepra amara"
39494;"A";"Lepraria elobata"
39494;"A";"Lepraria finkii"
39494;"A";"Lepraria rigidula"
39494;"A";"Melanelixia glabratula aggr."
39494;"A";"Melanelixia subaurifera"
39494;"A";"Melanohalea exasperatula"
39494;"A";"Micarea prasina aggr."
39494;"A";"Ochrolechia turneri"
39494;"A";"Parmelia saxatilis aggr."
39494;"A";"Parmelia submontana"
39494;"A";"Parmelia sulcata"
39494;"A";"Parmeliopsis ambigua"
39494;"A";"Pertusaria pupillaris"
39494;"A";"Phlyctis argena"
39494;"A";"Platismatia glauca"
39494;"A";"Pseudevernia furfuracea"
39494;"A";"Pseudosagedia aenea"
39494;"A";"Ramalina farinacea"
39494;"A";"Ramalina fastigiata"
39494;"A";"Rinodina efflorescens"
39494;"A";"Ropalospora viridis"
39494;"A";"Scoliciosporum sarothamni"
39494;"A";"Violella fucata"
39494;"K";"Arthonia didyma"
39494;"K";"Arthonia mediella"
39494;"K";"Arthonia radiata"
39494;"K";"Arthonia spadicea"
39494;"K";"Bacidia subincompta aggr."
39494;"K";"Biatora chrysantha"
39494;"K";"Biatora efflorescens"
39494;"K";"Biatora fallax"
39494;"K";"Buellia disciformis"
39494;"K";"Buellia griseovirens"
39494;"K";"Candelariella reflexa"
39494;"K";"Chaenotheca ferruginea"
39494;"K";"Cladonia coniocraea aggr."
39494;"K";"Coenogonium pineti"
39494;"K";"Evernia prunastri"
39494;"K";"Graphis scripta"
39494;"K";"Hypogymnia farinacea"
39494;"K";"Hypogymnia physodes"
39494;"K";"Hypogymnia tubulosa"
39494;"K";"Lecanora allophana"
39494;"K";"Lecanora argentata"
39494;"K";"Lecanora carpinea"
39494;"K";"Lecanora chlarotera"
39494;"K";"Lecanora intumescens"
39494;"K";"Lecanora pulicaris"
39494;"K";"Lecanora strobilina aggr."
39494;"K";"Lecanora subintricata"
39494;"K";"Lecidea nylanderi"
39494;"K";"Lecidella albida"
39494;"K";"Lecidella elaeochroma aggr."
39494;"K";"Lecidella flavosorediata"
39494;"K";"Lepra amara"
39494;"K";"Lepraria elobata"
39494;"K";"Lepraria finkii"
39494;"K";"Lepraria rigidula"
39494;"K";"Melanelixia glabratula aggr."
39494;"K";"Melanelixia subaurifera"
39494;"K";"Melanohalea exasperata"
39494;"K";"Melanohalea exasperatula"
39494;"K";"Micarea prasina aggr."
39494;"K";"Ochrolechia arborea"
39494;"K";"Ochrolechia turneri"
39494;"K";"Parmelia saxatilis aggr."
39494;"K";"Parmelia submontana"
39494;"K";"Parmelia sulcata"
39494;"K";"Parmelina quercina aggr."
39494;"K";"Parmeliopsis ambigua"
39494;"K";"Pertusaria coronata"
39494;"K";"Pertusaria pupillaris"
39494;"K";"Phlyctis argena"
39494;"K";"Physcia stellaris"
39494;"K";"Physcia tenella"
39494;"K";"Platismatia glauca"
39494;"K";"Polycauliona candelaria"
39494;"K";"Polycauliona polycarpa"
39494;"K";"Pseudevernia furfuracea"
39494;"K";"Pseudosagedia aenea"
39494;"K";"Pseudoschismatomma rufescens"
39494;"K";"Ramalina farinacea"
39494;"K";"Rinodina efflorescens"
39494;"K";"Ropalospora viridis"
39494;"K";"Scoliciosporum sarothamni"
39494;"K";"Violella fucata"
39498;"A";"Arthonia didyma"
39498;"A";"Arthonia radiata"
39498;"A";"Arthonia spadicea"
39498;"A";"Buellia disciformis"
39498;"A";"Buellia erubescens"
39498;"A";"Buellia griseovirens"
39498;"A";"Candelariella reflexa"
39498;"A";"Cladonia fimbriata"
39498;"A";"Coenogonium pineti"
39498;"A";"Evernia prunastri"
39498;"A";"Graphis scripta"
39498;"A";"Hypogymnia farinacea"
39498;"A";"Hypogymnia physodes"
39498;"A";"Lecanora argentata"
39498;"A";"Lecanora carpinea"
39498;"A";"Lecanora intumescens"
39498;"A";"Lecanora strobilina aggr."
39498;"A";"Lecidella elaeochroma aggr."
39498;"A";"Lepra amara"
39498;"A";"Lepraria elobata"
39498;"A";"Lepraria finkii"
39498;"A";"Lepraria incana"
39498;"A";"Lepraria rigidula"
39498;"A";"Melanelixia glabratula aggr."
39498;"A";"Melanelixia subaurifera"
39498;"A";"Micarea prasina aggr."
39498;"A";"Ochrolechia alboflavescens"
39498;"A";"Parmelia saxatilis aggr."
39498;"A";"Parmelia submontana"
39498;"A";"Parmelia sulcata"
39498;"A";"Parmeliopsis ambigua"
39498;"A";"Pertusaria leioplaca"
39498;"A";"Phaeophyscia endophoenicea"
39498;"A";"Phlyctis argena"
39498;"A";"Platismatia glauca"
39498;"A";"Pseudosagedia aenea"
39498;"A";"Pyrenula nitida"
39498;"A";"Rinodina efflorescens"
39498;"A";"Scoliciosporum gallurae"
39498;"A";"Violella fucata"
39498;"K";"Agonimia allobata/repleta"
39498;"K";"Arthonia didyma"
39498;"K";"Arthonia radiata"
39498;"K";"Arthonia spadicea"
39498;"K";"Buellia erubescens"
39498;"K";"Buellia griseovirens"
39498;"K";"Candelariella reflexa"
39498;"K";"Cladonia fimbriata"
39498;"K";"Coenogonium pineti"
39498;"K";"Evernia prunastri"
39498;"K";"Graphis scripta"
39498;"K";"Hypogymnia farinacea"
39498;"K";"Hypogymnia physodes"
39498;"K";"Hypogymnia tubulosa"
39498;"K";"Lecanora argentata"
39498;"K";"Lecanora carpinea"
39498;"K";"Lecanora chlarotera"
39498;"K";"Lecanora intumescens"
39498;"K";"Lecanora strobilina aggr."
39498;"K";"Lecidella elaeochroma aggr."
39498;"K";"Lepra amara"
39498;"K";"Lepraria elobata"
39498;"K";"Lepraria finkii"
39498;"K";"Lepraria incana"
39498;"K";"Lepraria rigidula"
39498;"K";"Melanelixia glabratula aggr."
39498;"K";"Melanohalea exasperata"
39498;"K";"Melanohalea exasperatula"
39498;"K";"Micarea prasina aggr."
39498;"K";"Ochrolechia alboflavescens"
39498;"K";"Ochrolechia androgyna aggr."
39498;"K";"Parmelia saxatilis aggr."
39498;"K";"Parmelia submontana"
39498;"K";"Parmelia sulcata"
39498;"K";"Pertusaria leioplaca"
39498;"K";"Phaeophyscia endophoenicea"
39498;"K";"Phlyctis argena"
39498;"K";"Pseudevernia furfuracea"
39498;"K";"Pseudosagedia aenea"
39498;"K";"Pyrenula nitida"
39498;"K";"Rinodina efflorescens"
39498;"K";"Scoliciosporum gallurae"
39498;"K";"Violella fucata"
39640;"A";"Candelaria concolor/pacifica"
39640;"A";"Candelariella reflexa"
39640;"A";"Candelariella xanthostigma"
39640;"A";"Lecidella flavosorediata"
39640;"A";"Lepraria vouauxii"
39640;"A";"Phaeophyscia orbicularis"
39640;"A";"Phlyctis argena"
39640;"A";"Physcia tenella"
39640;"A";"Xanthoria parietina"
41106;"A";"Caloplaca cerinelloides"
41106;"A";"Lecanora carpinea"
41106;"A";"Lecanora chlarotera"
41106;"A";"Lecidella elaeochroma aggr."
41106;"A";"Myriolecis sambuci"
41106;"A";"Physcia aipolia"
41106;"A";"Physcia stellaris"
41106;"A";"Pleurosticta acetabulum"
41106;"A";"Polycauliona polycarpa"
41106;"A";"Xanthoria parietina"
41174;"A";"Bacidia rubella"
41174;"A";"Bacidina arnoldiana aggr."
41174;"A";"Bacidina chloroticula"
41174;"A";"Coenogonium pineti"
41174;"A";"Graphis scripta"
41174;"A";"Lepraria finkii"
41174;"A";"Melanelixia glabratula aggr."
41174;"A";"Pertusaria leioplaca"
41174;"A";"Phlyctis argena"
41174;"A";"Pseudosagedia aenea"
41174;"A";"Pyrenula nitida"
41174;"A";"Zwackhia viridis"
42129;"A";"Arthonia radiata"
42129;"A";"Chaenotheca brachypoda"
42129;"A";"Coenogonium pineti"
42129;"A";"Coniocarpon cinnabarinum aggr."
42129;"A";"Jamesiella anastomosans"
42129;"A";"Lecanora strobilina aggr."
42129;"A";"Lecanora strobilina aggr."
42129;"A";"Lecidella subviridis"
42129;"A";"Lepraria finkii"
42129;"A";"Lepraria incana"
42129;"A";"Lepraria rigidula"
42129;"A";"Micarea peliocarpa"
42129;"A";"Micarea prasina aggr."
42129;"A";"Opegrapha vermicellifera"
42129;"A";"Opegrapha vulgata aggr."
42129;"A";"Reichlingia leopoldii"
42129;"A";"Zwackhia viridis"
42129;"K";"Anisomeridium polypori"
42129;"K";"Arthonia didyma"
42129;"K";"Arthonia radiata"
42129;"K";"Arthonia spadicea"
42129;"K";"Bacidina chloroticula"
42129;"K";"Buellia griseovirens"
42129;"K";"Candelariella reflexa"
42129;"K";"Chaenotheca brachypoda"
42129;"K";"Chaenotheca furfuracea"
42129;"K";"Chaenotheca stemonea"
42129;"K";"Coenogonium pineti"
42129;"K";"Coniocarpon cinnabarinum aggr."
42129;"K";"Fellhanera viridisorediata"
42129;"K";"Hypogymnia physodes"
42129;"K";"Jamesiella anastomosans"
42129;"K";"Lecanora carpinea"
42129;"K";"Lecanora pulicaris"
42129;"K";"Lecanora strobilina aggr."
42129;"K";"Lecanora strobilina aggr."
42129;"K";"Lecidella elaeochroma aggr."
42129;"K";"Lecidella flavosorediata"
42129;"K";"Lecidella subviridis"
42129;"K";"Lepraria eburnea"
42129;"K";"Lepraria finkii"
42129;"K";"Lepraria incana"
42129;"K";"Lepraria rigidula"
42129;"K";"Lepraria vouauxii"
42129;"K";"Melanohalea exasperatula"
42129;"K";"Micarea peliocarpa"
42129;"K";"Micarea prasina aggr."
42129;"K";"Opegrapha vermicellifera"
42129;"K";"Opegrapha vulgata aggr."
42129;"K";"Parmelia sulcata"
42129;"K";"Phlyctis argena"
42129;"K";"Physcia tenella"
42129;"K";"Porina leptalea"
42129;"K";"Protoparmelia hypotremella"
42129;"K";"Punctelia subrudecta aggr."
42129;"K";"Reichlingia leopoldii"
42129;"K";"Violella fucata"
42129;"K";"Zwackhia viridis"
42944;"A";"Amandinea punctata"
42944;"A";"Bacidina arnoldiana aggr."
42944;"A";"Buellia griseovirens"
42944;"A";"Candelaria concolor/pacifica"
42944;"A";"Candelariella reflexa"
42944;"A";"Candelariella xanthostigma"
42944;"A";"Lecanora carpinea"
42944;"A";"Lecanora chlarotera"
42944;"A";"Lecidella elaeochroma aggr."
42944;"A";"Lecidella flavosorediata"
42944;"A";"Melanelixia glabratula aggr."
42944;"A";"Parmelia sulcata"
42944;"A";"Parmelina tiliacea"
42944;"A";"Physcia tenella"
42944;"A";"Punctelia subrudecta aggr."
42944;"A";"Xanthoria parietina"
43908;"A";"Bryoria capillaris"
43908;"A";"Buellia griseovirens"
43908;"A";"Buellia schaereri"
43908;"A";"Calicium viride"
43908;"A";"Chaenotheca chrysocephala"
43908;"A";"Chaenotheca furfuracea"
43908;"A";"Chaenotheca phaeocephala"
43908;"A";"Chaenotheca stemonea"
43908;"A";"Chaenotheca trichialis"
43908;"A";"Chrysothrix candelaris"
43908;"A";"Cladonia coniocraea aggr."
43908;"A";"Cladonia digitata"
43908;"A";"Cladonia fimbriata"
43908;"A";"Cladonia squamosa"
43908;"A";"Evernia divaricata"
43908;"A";"Frutidella furfuracea"
43908;"A";"Hypogymnia farinacea"
43908;"A";"Hypogymnia physodes"
43908;"A";"Hypogymnia tubulosa"
43908;"A";"Imshaugia aleurites"
43908;"A";"Jamesiella anastomosans"
43908;"A";"Lecanora chlarotera"
43908;"A";"Lecanora pulicaris"
43908;"A";"Lecanora symmicta aggr."
43908;"A";"Lecidea nylanderi"
43908;"A";"Lepra amara"
43908;"A";"Lepraria rigidula"
43908;"A";"Loxospora elatina"
43908;"A";"Melanelixia glabratula aggr."
43908;"A";"Melanohalea exasperatula"
43908;"A";"Micarea peliocarpa"
43908;"A";"Micarea prasina aggr."
43908;"A";"Ochrolechia androgyna aggr."
43908;"A";"Parmelia saxatilis aggr."
43908;"A";"Parmelia sulcata"
43908;"A";"Parmeliopsis ambigua"
43908;"A";"Parmeliopsis hyperopta"
43908;"A";"Platismatia glauca"
43908;"A";"Protoparmelia hypotremella"
43908;"A";"Pseudevernia furfuracea"
43908;"A";"Pycnora sorophora"
43908;"A";"Ramalina farinacea"
43908;"A";"Ramalina obtusata aggr."
43908;"A";"Schismatomma pericleum"
43908;"A";"Trapeliopsis flexuosa"
43908;"A";"Usnea barbata"
43908;"A";"Usnea diplotypus"
43908;"A";"Usnea hirta"
43908;"A";"Usnea perplexans"
43908;"A";"Usnea subfloridana"
43908;"A";"Vulpicida pinastri"
43990;"A";"Caloplaca cerina aggr."
43990;"A";"Hypogymnia farinacea"
43990;"A";"Hypogymnia physodes"
43990;"A";"Hypogymnia tubulosa"
43990;"A";"Lecanora hagenii aggr."
43990;"A";"Lecanora pulicaris"
43990;"A";"Melanohalea exasperatula"
43990;"A";"Parmeliopsis ambigua"
43990;"A";"Pseudevernia furfuracea"
43990;"A";"Rinodina orculata"
43990;"A";"Vulpicida pinastri"
44507;"A";"Amandinea punctata"
44507;"A";"Arthonia radiata"
44507;"A";"Candelaria concolor/pacifica"
44507;"A";"Candelariella reflexa"
44507;"A";"Candelariella xanthostigma"
44507;"A";"Evernia prunastri"
44507;"A";"Graphis scripta"
44507;"A";"Hypogymnia physodes"
44507;"A";"Lecanora carpinea"
44507;"A";"Lecanora chlarotera"
44507;"A";"Lecanora pulicaris"
44507;"A";"Lecanora symmicta aggr."
44507;"A";"Lecidella elaeochroma aggr."
44507;"A";"Lecidella flavosorediata"
44507;"A";"Lepraria rigidula"
44507;"A";"Lepraria vouauxii"
44507;"A";"Melanelixia glabratula aggr."
44507;"A";"Melanelixia subaurifera"
44507;"A";"Myriolecis persimilis"
44507;"A";"Ochrolechia arborea"
44507;"A";"Parmelia sulcata"
44507;"A";"Phaeophyscia orbicularis"
44507;"A";"Physcia adscendens"
44507;"A";"Physcia tenella"
44507;"A";"Polycauliona candelaria"
44507;"A";"Polycauliona polycarpa"
44507;"A";"Pseudevernia furfuracea"
44507;"A";"Punctelia subrudecta aggr."
44507;"A";"Xanthoria parietina"
44819;"A";"Physcia stellaris"
44819;"A";"Xanthoria parietina"
45309;"A";"Biatora efflorescens"
45309;"A";"Coenogonium pineti"
45309;"A";"Hypogymnia farinacea"
45309;"A";"Hypogymnia physodes"
45309;"A";"Hypogymnia tubulosa"
45309;"A";"Hypogymnia vittata"
45309;"A";"Lecanora chlarotera"
45309;"A";"Lepraria elobata"
45309;"A";"Lepraria rigidula"
45309;"A";"Melanelixia glabratula aggr."
45309;"A";"Micarea nitschkeana"
45309;"A";"Micarea prasina aggr."
45309;"A";"Parmelia saxatilis aggr."
45309;"A";"Phlyctis argena"
45309;"A";"Pseudevernia furfuracea"
45309;"A";"Ropalospora viridis"
45565;"A";"Arthonia mediella"
45565;"A";"Bacidia laurocerasi"
45565;"A";"Biatora chrysantha"
45565;"A";"Biatora efflorescens"
45565;"A";"Biatora fallax"
45565;"A";"Biatora helvola"
45565;"A";"Biatora veteranorum"
45565;"A";"Bryoria capillaris"
45565;"A";"Buellia griseovirens"
45565;"A";"Buellia schaereri"
45565;"A";"Calicium adspersum"
45565;"A";"Calicium montanum"
45565;"A";"Calicium parvum"
45565;"A";"Calicium viride"
45565;"A";"Caloplaca herbidella aggr."
45565;"A";"Chaenotheca chrysocephala"
45565;"A";"Chaenotheca stemonea"
45565;"A";"Chaenotheca trichialis"
45565;"A";"Chrysothrix candelaris"
45565;"A";"Cladonia cenotea"
45565;"A";"Cladonia coniocraea aggr."
45565;"A";"Cladonia digitata"
45565;"A";"Cladonia fimbriata"
45565;"A";"Coenogonium pineti"
45565;"A";"Evernia prunastri"
45565;"A";"Frutidella furfuracea"
45565;"A";"Hypogymnia farinacea"
45565;"A";"Hypogymnia physodes"
45565;"A";"Hypogymnia tubulosa"
45565;"A";"Imshaugia aleurites"
45565;"A";"Lecanora argentata"
45565;"A";"Lecanora pulicaris"
45565;"A";"Lecanora subcarpinea"
45565;"A";"Lecidella subviridis"
45565;"A";"Lepra amara"
45565;"A";"Lepraria elobata"
45565;"A";"Lepraria incana"
45565;"A";"Lepraria rigidula"
45565;"A";"Lopadium disciforme"
45565;"A";"Loxospora elatina"
45565;"A";"Megalaria pulverea"
45565;"A";"Melanelixia glabratula aggr."
45565;"A";"Melanohalea exasperatula"
45565;"A";"Micarea peliocarpa"
45565;"A";"Micarea prasina aggr."
45565;"A";"Ochrolechia alboflavescens"
45565;"A";"Opegrapha vulgata aggr."
45565;"A";"Opegrapha vulgata aggr."
45565;"A";"Parmelia saxatilis aggr."
45565;"A";"Parmelia sulcata"
45565;"A";"Parmeliopsis ambigua"
45565;"A";"Parmeliopsis hyperopta"
45565;"A";"Pertusaria coccodes"
45565;"A";"Phlyctis argena"
45565;"A";"Platismatia glauca"
45565;"A";"Protoparmelia hypotremella"
45565;"A";"Pseudevernia furfuracea"
45565;"A";"Pseudosagedia aenea"
45565;"A";"Pycnora sorophora"
45565;"A";"Ramalina obtusata aggr."
45565;"A";"Schismatomma pericleum"
45565;"A";"Violella fucata"
45565;"A";"Vulpicida pinastri"
45573;"A";"Arthonia radiata"
45573;"A";"Arthonia spadicea"
45573;"A";"Bacidia absistens"
45573;"A";"Bacidina arnoldiana aggr."
45573;"A";"Biatora chrysantha"
45573;"A";"Chaenotheca chrysocephala"
45573;"A";"Chaenotheca furfuracea"
45573;"A";"Chaenotheca stemonea"
45573;"A";"Chaenotheca trichialis"
45573;"A";"Coenogonium pineti"
45573;"A";"Graphis scripta"
45573;"A";"Hypogymnia physodes"
45573;"A";"Lecanora carpinea"
45573;"A";"Lecanora chlarotera"
45573;"A";"Lecanora conizaeoides"
45573;"A";"Lecanora pulicaris"
45573;"A";"Lecanora strobilina aggr."
45573;"A";"Lecidella subviridis"
45573;"A";"Lepraria eburnea"
45573;"A";"Lepraria finkii"
45573;"A";"Lepraria jackii"
45573;"A";"Lepraria rigidula"
45573;"A";"Loxospora elatina"
45573;"A";"Megalaria pulverea"
45573;"A";"Melanelixia glabratula aggr."
45573;"A";"Micarea peliocarpa"
45573;"A";"Micarea prasina aggr."
45573;"A";"Mycoblastus alpinus"
45573;"A";"Opegrapha vulgata aggr."
45573;"A";"Parmelia sulcata"
45573;"A";"Phlyctis argena"
45573;"A";"Platismatia glauca"
45573;"A";"Porina leptalea"
45573;"A";"Protoparmelia hypotremella"
45573;"A";"Pseudevernia furfuracea"
45573;"A";"Pseudosagedia aenea"
45573;"A";"Pseudoschismatomma rufescens"
45573;"A";"Strigula stigmatella"
45573;"A";"Violella fucata"
45641;"A";"Bacidina arnoldiana aggr."
45641;"A";"Biatora chrysantha"
45641;"A";"Biatora helvola"
45641;"A";"Bryoria capillaris"
45641;"A";"Bryoria implexa"
45641;"A";"Buellia griseovirens"
45641;"A";"Caloplaca holocarpa"
45641;"A";"Cetrelia olivetorum aggr."
45641;"A";"Chaenotheca chrysocephala"
45641;"A";"Chaenotheca trichialis"
45641;"A";"Cladonia coniocraea aggr."
45641;"A";"Cladonia digitata"
45641;"A";"Cladonia fimbriata"
45641;"A";"Coenogonium pineti"
45641;"A";"Evernia divaricata"
45641;"A";"Frutidella furfuracea"
45641;"A";"Hypogymnia physodes"
45641;"A";"Hypogymnia tubulosa"
45641;"A";"Lecanora albella"
45641;"A";"Lecanora chlarotera"
45641;"A";"Lecanora circumborealis"
45641;"A";"Lepraria eburnea"
45641;"A";"Lepraria rigidula"
45641;"A";"Loxospora elatina"
45641;"A";"Melanelixia glabratula aggr."
45641;"A";"Melanohalea exasperatula"
45641;"A";"Micarea prasina aggr."
45641;"A";"Ochrolechia androgyna aggr."
45641;"A";"Opegrapha vulgata aggr."
45641;"A";"Parmelia saxatilis aggr."
45641;"A";"Parmelia sulcata"
45641;"A";"Parmeliopsis ambigua"
45641;"A";"Parmeliopsis hyperopta"
45641;"A";"Pertusaria pupillaris"
45641;"A";"Placynthiella icmalea"
45641;"A";"Platismatia glauca"
45641;"A";"Pseudevernia furfuracea"
45641;"A";"Pseudosagedia aenea"
45641;"A";"Scoliciosporum umbrinum"
45641;"A";"Usnea barbata"
45641;"A";"Usnea intermedia"
45641;"A";"Violella fucata"
46417;"A";"Alectoria sarmentosa"
46417;"A";"Arthonia mediella"
46417;"A";"Biatora chrysantha"
46417;"A";"Biatora efflorescens"
46417;"A";"Bryoria capillaris"
46417;"A";"Bryoria nadvornikiana"
46417;"A";"Buellia griseovirens"
46417;"A";"Buellia schaereri"
46417;"A";"Calicium montanum"
46417;"A";"Chaenotheca chrysocephala"
46417;"A";"Chaenotheca ferruginea"
46417;"A";"Chaenotheca furfuracea"
46417;"A";"Chaenotheca stemonea"
46417;"A";"Chaenotheca trichialis"
46417;"A";"Cladonia digitata"
46417;"A";"Cladonia fimbriata"
46417;"A";"Evernia divaricata"
46417;"A";"Frutidella furfuracea"
46417;"A";"Hypogymnia farinacea"
46417;"A";"Hypogymnia physodes"
46417;"A";"Hypogymnia tubulosa"
46417;"A";"Japewia tornoensis"
46417;"A";"Lecanora allophana"
46417;"A";"Lecanora cadubriae"
46417;"A";"Lecanora expersa"
46417;"A";"Lecanora pulicaris"
46417;"A";"Lecidella subviridis"
46417;"A";"Lepraria elobata"
46417;"A";"Lepraria rigidula"
46417;"A";"Melanohalea exasperatula"
46417;"A";"Micarea peliocarpa"
46417;"A";"Micarea prasina aggr."
46417;"A";"Ochrolechia alboflavescens"
46417;"A";"Ochrolechia arborea"
46417;"A";"Parmeliopsis ambigua"
46417;"A";"Parmeliopsis hyperopta"
46417;"A";"Pertusaria coccodes"
46417;"A";"Platismatia glauca"
46417;"A";"Pseudevernia furfuracea"
46417;"A";"Pycnora sorophora"
46417;"A";"Usnea barbata"
46417;"A";"Violella fucata"
47031;"A";"Arthonia didyma"
47031;"A";"Buellia griseovirens"
47031;"A";"Chrysothrix candelaris"
47031;"A";"Cladonia coniocraea aggr."
47031;"A";"Coenogonium pineti"
47031;"A";"Graphis scripta"
47031;"A";"Hypogymnia physodes"
47031;"A";"Lecidella elaeochroma aggr."
47031;"A";"Lecidella subviridis"
47031;"A";"Lepraria eburnea"
47031;"A";"Lepraria finkii"
47031;"A";"Lepraria incana"
47031;"A";"Lepraria rigidula"
47031;"A";"Melanelixia glabratula aggr."
47031;"A";"Micarea prasina aggr."
47031;"A";"Opegrapha vulgata aggr."
47031;"A";"Phlyctis argena"
47031;"A";"Pseudevernia furfuracea"
48011;"A";"Anisomeridium polypori"
48011;"A";"Arthonia didyma"
48011;"A";"Arthonia radiata"
48011;"A";"Coenogonium pineti"
48011;"A";"Graphis scripta"
48011;"A";"Lepraria eburnea"
48011;"A";"Lepraria finkii"
48011;"A";"Lepraria incana"
48011;"A";"Micarea prasina aggr."
48011;"A";"Phlyctis argena"
48011;"A";"Porina leptalea"
